time,coin,side,size,entry_price,mark_price,unrealized_pnl,leverage,total_pnl,withdrawable
2025-12-10 11:29:04,Unknown_N/A,LONG,80985.8357,3108.49,0.0,16229682.38,5,16229682.38,70486394.284712
2025-12-10 11:29:50,Unknown_N/A,LONG,80985.8357,3108.49,0.0,16237780.96,5,16237780.96,70492873.151568
2025-12-10 11:30:35,Unknown_N/A,LONG,80985.8357,3108.49,0.0,16302569.63,5,16302569.63,70544704.086416
2025-12-10 11:43:16,Unknown_N/A,LONG,80985.8357,3108.49,0.0,16594118.64,5,16594118.64,70777943.293232
